Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Beorn	METW	metw_beorn.jpg	Character	character	Man	Hero	Fixed	"Unique. +2 direct influence against the Beornings faction.  ""...a huge man with thick, black beard and hair, and great bare arms and legs knotted muscles.""-Hob  Home Site: Beorn's House "	2	-	Warrior Ranger	7.0	2.0	-	7.0	9.0	-	Beorn's House 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Beregond	METW	metw_beregond.jpg	Character	character	Dunadan	Hero	Fixed	"Unique. -1 to all of his corruption checks. +1 to influence checks against factions.  ""...Beregond laughed, 'I am no captain. ...being but a plain man of arms of the Third Company of the Citadel...to be only a man of arms of the Guard...is held worthy in the city, and such men have honour...'""-LotRV  Home Site: Minas Tirith "	-	-	Warrior	2.0	0.0	-	4.0	8.0	1.0	Minas Tirith 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Beretar	METW	metw_beretar.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique. +2 direct influence against the Rangers of the North faction.  ""When the kingdom ended the Dunedain passed into the shadows and became a secret and wandering people, and their deeds and labours were seldom sung or recorded.""-LotR  Home Site: Bree "	2	-	Warrior Ranger	5.0	1.0	-	5.0	8.0	-	Bree 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bergil	METW	metw_bergil.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique.  ""The boy drew himself up proudly, 'I am Bergil son of Beregond of the Guards,' he said.""-LotRV  Home Site: Minas Tirith "	-	-	Scout	2.0	0.0	-	1.0	9.0	-	Minas Tirith 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bifur	METW	metw_bifur.jpg	Character	character	Firebeard Dwarf	Hero	Common	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""...for Bifur and Bombur had given a lot of trouble, and fought like mad, as dwarves will when cornered.""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	2.0	0.0	-	4.0	7.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bilbo	METW	metw_bilbo.jpg	Character	character	Hobbit	Hero	Rare	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +4. -2 Marshaling points if eliminated.  ""'I am Ringwinner and Luckwearer...'""-Hob  Home Site: Bag End "	2	-	Scout Sage	5.0	1.0	-	1.0	9.0	-4.0	Bag End 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bofur	METW	metw_bofur.jpg	Character	character	Firebeard Dwarf	Hero	Common	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""Bifur and Bofur went out too, and came back with clarinets that they had left among the walking sticks.""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	2.0	0.0	-	4.0	7.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Bombur	METW	metw_bombur.jpg	Character	character	Firebeard Dwarf	Hero	Uncommon	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""'I am too fat for such fly-walks,' he said. 'I should turn dizzy and tread on my beard, and then you would be thirteen again.'""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	1.0	0.0	-	3.0	6.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Boromir II	METW	metw_boromirii.jpg	Character	character	Dunadan	Hero	Fixed	"Unique. +2 direct influence against the Men of Anorien faction. -1 to all of his corruption checks.  ""'And very valiant indeed he was: no heir of Minas Tirith has for long years been so hardy in toil, so onward in battle, or blown a mightier note on the Great Horn.'""-LotRIV  Home Site: Minas Tirith "	1	-	Warrior	4.0	1.0	-	6.0	7.0	1.0	Minas Tirith 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Celeborn	METW	metw_celeborn.jpg	Character	character	Sinda Elf	Hero	Fixed	"Unique. +5 direct influence that is only usable against Galadriel.  ""...and the hair of Lord Celeborn was of silver long and bright; but no sign of age was upon them, unless in the depths of their eyes; for these were keen as lances in the starlight, and yet profound, the wells of deep memory.""-LotRII  Home Site: Lorien "	2	-	Warrior Sage	6.0	1.0	-	6.0	9.0	-	Lorien 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Cirdan	METW	metw_cirdan.jpg	Character	character	Sinda Elf	Hero	Rare	Unique. When Cirdan is at the Grey Havens, his controlling player may keep one more card than normal in his hand. May tap to cancel one attack keyed to a Coastal Sea region. +2 direct influence against the Elves of Lindon faction. -3 Marshaling points if eliminated.   Home Site: Grey Havens 	3	-	Warrior Sage Diplomat	8.0	4.0	-	6.0	8.0	-	Grey Havens 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Dain II	METW	metw_dainii.jpg	Character	character	Longbeard Dwarf	Hero	Rare	"Unique. +2 direct influence against Iron Hill Dwarves. +2 prowess against Orcs. +1 direct influence against Men and Man factions.  ""...Dain...became King under the Mountain, and...many other dwarves gathered to his throne...""-Hob  Home Site: Iron Hill Dwarf-hold "	2	-	Warrior Diplomat	7.0	3.0	-	5.0	8.0	-	Iron Hill Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Damrod	METW	metw_damrod.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique. +2 direct influence against the Men of Lamedon faction.  ""...and they were Rangers of Ithilien; for they were descended from folk who lived in Ithilien at one time, before it was overrun.""-LotRIV  Home Site: Vale of Erech "	-	-	Scout Ranger	2.0	0.0	-	2.0	7.0	-	Vale of Erech 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Denethor II	METW	metw_denethorii.jpg	Character	character	Dunadan	Hero	Rare	"Unique. +2 direct influence against the Tower Guard of Minas Tirith faction.  ""Pippin saw his carven face with its proud bones and skin like ivory, and the long curved nose between his dark deep eyes... A pale smile, like a gleam of cold sun on a winter's evening, passed over the old man's face...""-LotRIV  Home Site: Minas Tirith "	1	-	Warrior Sage	4.0	2.0	-	3.0	6.0	-	Minas Tirith 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Dori	METW	metw_dori.jpg	Character	character	Longbeard Dwarf	Hero	Uncommon	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""'I can't always be carrying burglars on my back,' said Dori, 'down tunnels and up trees! What do you think I am? A porter?'""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	1.0	0.0	-	3.0	6.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Dwalin	METW	metw_dwalin.jpg	Character	character	Longbeard Dwarf	Hero	Common	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. +1 to influence checks against factions.  ""It was a dwarf with a blue beard tucked into a golden belt, and very bright eyes under a dark-green hood.""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	1.0	0.0	-	2.0	7.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Elladan	METW	metw_elladan.jpg	Character	character	Noldo Elf	Hero	Fixed	"Unique. +1 prowess against Orcs.  ""So much alike were they, the sons of Elrond...dark-haired, grey-eyed, and their faces elven-fair, clad alike in bright mail beneath cloaks of silver-grey.""-LotRV  Home Site: Rivendell "	1	-	Warrior Ranger	4.0	0.0	-	5.0	8.0	-	Rivendell 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Elrohir	METW	metw_elrohir.jpg	Character	character	Noldo Elf	Hero	Fixed	"Unique. +1 prowess against Orcs.  ""Then said Elrohir: 'From the North we came with this purpose, and from Elrond our father we brought this counsel. We will not turn back.'""-LotRV  Home Site: Rivendell "	1	-	Warrior Ranger	4.0	0.0	-	5.0	8.0	-	Rivendell 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Elrond	METW	metw_elrond.jpg	Character	character	Noldo Elf	Hero	Rare	"Unique. When Elrond is at Rivendell, his controlling player may keep one more card than normal in his hand. -3 Marshaling points if eliminated.  ""Venerable...as a king crowned with many winters...hale as a tried warrior in the fulness of his strength.""-LotRII  Home Site: Rivendell "	3	-	Warrior Sage Diplomat	10.0	4.0	-	7.0	9.0	-	Rivendell 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Eomer	METW	metw_eomer.jpg	Character	character	Man	Hero	Uncommon	"Unique. +2 direct influence against the Riders of Rohan faction.  ""...one rode forward, a tall man...from his helm as a crest a white horsetail flowed... He bent his clear bright eyes...'I am named Eomer son of Eomund, and I am called Third Marshall of the Riddermark.'""-LotRIII  Home Site: Edoras "	1	-	Warrior Ranger	3.0	0.0	-	3.0	8.0	-	Edoras 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Eowyn	METW	metw_eowyn.jpg	Character	character	Man	Hero	Uncommon	"Unique. Against Nazgul, +6 to her prowess, and his body is halved (round up).  ""'But no living man am I! You look upon a woman. Eowyn I am, Eomund's daughter. ... Begone, if you be not deathless! For living or dark undead, I will smite you, if you touch him.'""-LotRV  Home Site: Edoras "	-	-	Warrior Scout	2.0	0.0	-	2.0	7.0	-	Edoras 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Erkenbrand	METW	metw_erkenbrand.jpg	Character	character	Man	Hero	Fixed	"Unique. +2 direct influence against the Riders of Rohan faction.  ""Amid them strode a man tall and strong. His shield was red. As he came to the valley's brink, he set to his lips a great black horn and blew a ringing blast.""-LotRIII  Home Site: Edoras "	1	-	Warrior	4.0	2.0	-	5.0	6.0	-	Edoras 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Faramir	METW	metw_faramir.jpg	Character	character	Dunadan	Hero	Fixed	"Unique. +2 direct influence against the Rangers of Ithilien faction.  ""He could see Faramir's face, which was now unmasked: it was stern and commanding, and a keen wit lay behind his searching glance.""-LotRIV  Home Site: Henneth Annun "	2	-	Warrior Ranger	5.0	1.0	-	5.0	8.0	-	Henneth Annun 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Fatty Bolger	METW	metw_fattybolger.jpg	Character	character	Hobbit	Hero	Promo	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All his corruption checks are modified by +1. He can tap to cancel a strike against another Hobbit in his company.  ""Fatty Bolger had not been idle. As soon as he saw the dark shapes creep from the garden, he knew the he must run for it, or perish.""-LotRI  Home Site: Bag End "	1	-	Scout	3.0	0.0	-	1.0	8.0	-1.0	Bag End 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Fili	METW	metw_fili.jpg	Character	character	Longbeard Dwarf	Hero	Uncommon	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""'...but Fili is the youngest and still has the best sight,' said Thorin. 'Come here Fili, and see if you can see the boat Mr. Baggins is talking about...'""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior Scout	2.0	0.0	-	2.0	8.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Forlong	METW	metw_forlong.jpg	Character	character	Dunadan	Hero	Common	"Unique. -1 to all of his corruption checks. -1 to influence checks against factions.  ""Leading the line there came walking a big thick-limbed horse, and on it sat a man of wide shoulders and huge girth, but old and grey-bearded, yet mail-clad and black-helmed and bearing a long heavy spear.""-LotRV  Home Site: Minas Tirith "	-	-	Warrior	1.0	0.0	-	3.0	7.0	1.0	Minas Tirith 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Frodo	METW	metw_frodo.jpg	Character	character	Hobbit	Hero	Rare	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +4. -2 Marshaling points if eliminated.  ""'I will take the Ring,' he said, 'though I do not know the way.'""-LotRII  Home Site: Bag End "	2	-	Scout Diplomat	5.0	1.0	-	1.0	9.0	-4.0	Bag End 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Galadriel	METW	metw_galadriel.jpg	Character	character	Noldo Elf	Hero	Rare	"Unique. When Galadriel is at Lorien, her controlling player may keep one more card than normal in his hand. -3 Marshaling points if eliminated.  ""Tall and white and fair...and beautiful beyond enduring, terrible, and worshipful.""-LotRII  Home Site: Lorien "	3	-	Scout Sage Diplomat	9.0	4.0	-	3.0	10.0	-	Lorien 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Galva	METW	metw_galva.jpg	Character	character	Man	Hero	Rare	"Unique. +2 direct influence against the Men of Dorwinion faction. Against Nazgul, +6 to her prowess, and his body is halved (round up).  ""Like the best vintages...she was rich in nature and complex in character.""-Kuduk Lore  Home Site: Shrel-Kain "	1	-	Scout Sage Diplomat	4.0	1.0	-	0.0	9.0	-	Shrel-Kain 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gamling the Old	METW	metw_gamlingtheold.jpg	Character	character	Man	Hero	Uncommon	"Unique.  ""'Maybe, we have a thousand to fight on foot... But most of them have seen too many winters, as I have, or too few, as my son's son here.'""-LotRIII  Home Site: Edoras "	-	-	Warrior	2.0	1.0	-	3.0	7.0	-	Edoras 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gandalf	METW	metw_gandalf.jpg	Character	Avatar	Wizard	Hero	Fixed	"Unique. All of his corruption checks are modified by +1. Can tap to ""test"" a gold ring.  ""In his aged face under great snowy brows his eyes were set like coals that could leap suddenly into fire.""-LotRII  Home Site: Any Haven "	-	-	Warrior Scout Sage Diplomat Spell	-	10.0	20.0	6.0	9.0	-1.0	Any Haven 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ghan-buri-Ghan	METW	metw_ghanburighan.jpg	Character	character	Wose	Hero	Uncommon	"Unique. +2 direct influence against Wose factions.  ""...before them on the ground sat a strange squat shape of a man, gnarled as an old stone, and the hairs of his scanty beard straggled on his lumpy chin like dry moss.""-LotRV  Home Site: Druadan Forest "	2	-	Scout Ranger	5.0	2.0	-	2.0	9.0	-	Druadan Forest 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	0.0
Gildor Inglorion	METW	metw_gildoringlorion.jpg	Character	character	Noldo Elf	Hero	Fixed	"Unique. +2 prowess against Orcs.  ""'I am...Gildor Inglorion of the House of Finrod. We are Exiles, and most of our kindred have long ago departed and we too are now only tarrying here a while, ere we return over the Great Sea.'""-LotRI  Home Site: Rivendell "	1	-	Warrior Ranger	4.0	0.0	-	5.0	7.0	-	Rivendell 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gimli	METW	metw_gimli.jpg	Character	character	Longbeard Dwarf	Hero	Fixed	"Unique. +2 direct influence against Iron Hill Dwarves faction, +2 prowess against Orcs. +1 direct influence against Elves and Elf factions.  ""Gimli...wore openly a short of steel-rings, for dwarves make light of burdens...""-LotRII  Home Site: Iron Hill Dwarf-hold "	2	-	Warrior Diplomat	6.0	2.0	-	5.0	8.0	-	Iron Hill Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Gloin	METW	metw_gloin.jpg	Character	character	Longbeard Dwarf	Hero	Uncommon	"Unique. +2 direct influence against Blue Mountain Dwarves faction, +1 prowess against Orcs. +1 direct influence against Dwarves and Dwarf factions.  ""His beard, very long and forked, was white...and around his neck hung a chain...""-LotRII  Home Site: Blue Mountain Dwarf-hold "	2	-	Warrior Diplomat	5.0	2.0	-	5.0	7.0	-	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Glorfindel II	METW	metw_glorfindelii.jpg	Character	character	Noldo Elf	Hero	Fixed	"Unique. +1 direct influence against Elves.  ""Glorfindel was tall and straight; his hair was of shining gold, his face fair and young and fearless and full of joy; his eyes were bright and keen, and his voice like music; on his brow sat wisdom, and in his hand was strength.""-LotRII  Home Site: Rivendell "	3	-	Warrior Sage	8.0	2.0	-	8.0	9.0	-	Rivendell 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Halbarad	METW	metw_halbarad.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique. +2 direct influence against the Hillmen faction.  ""'Halbarad Dunadan, Ranger of the North I am,' cried the man. 'We seek one Aragorn son of Arathorn, and we heard that he was in Rohan.'""-LotRV  Home Site: Cameth Brin "	-	-	Sage Diplomat	1.0	1.0	-	0.0	5.0	-	Cameth Brin 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Haldalam	METW	metw_haldalam.jpg	Character	character	Dunadan	Hero	Rare	"Unique. +4 direct influence against the Easterlings faction.  ""...he passed out of the knowledge of Men of the West, and went alone far into the East and deep into the South, exploring the hearts of Men, both evil and good, and uncovering the plots and devices of Sauron.""-LotR  Home Site: Shrel-Kain "	2	-	Warrior Diplomat	5.0	1.0	-	4.0	9.0	-	Shrel-Kain 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Haldir	METW	metw_haldir.jpg	Character	character	Nando Elf	Hero	Uncommon	"Unique. -1 to all of his corruption checks. -1 to influence checks against factions.  ""'...there are some of us still who go abroad for the gathering of news and the watching of our enemies, and they speak the languages of other lands. I am one. Haldir is my name.'""-LotRII  Home Site: Lorien "	1	-	Warrior	3.0	0.0	-	4.0	8.0	1.0	Lorien 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Hama	METW	metw_hama.jpg	Character	character	Man	Hero	Common	"Unique. -1 to all of his corruption checks. -1 to influence checks against factions.  ""...the sun was blazoned upon their green shields... Then one of the guards stepped forward... 'I am Doorward of Theoden,' he said. 'Hama is my name.'""-LotRIII  Home Site: Edoras "	-	-	Warrior	2.0	0.0	-	4.0	8.0	1.0	Edoras 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Imrahil	METW	metw_imrahil.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique. +2 direct influence against the Knights of Dol Amroth faction.  ""...Prince of Dol Amroth, kinsman of the Lord, with gilded banners bearing his token of the Ship and the Silver Swan...grey-eyed, dark-haired...""-LotRV  Home Site: Dol Amroth "	2	-	Warrior Diplomat	6.0	2.0	-	5.0	8.0	-	Dol Amroth 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Kili	METW	metw_kili.jpg	Character	character	Longbeard Dwarf	Hero	Fixed	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""...they sent Fili and Kili to look for a better shelter. They had very sharp eyes, and being the youngest of the Dwarves by some fifty years they usually got these sorts of jobs...""-Hob  Home Site: Blue Mountain Dwarf-hold "	1	-	Warrior Scout	3.0	0.0	-	3.0	8.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Legolas	METW	metw_legolas.jpg	Character	character	Sinda Elf	Hero	Uncommon	"Unique. +2 direct influence against the Wood-elves faction.  ""Only Legolas still stepped as lightly as ever, his feet hardly seeming to press the grass, leaving no footprint as he passed...""-LotRIII  Home Site: Thranduil's Halls "	2	-	Warrior Diplomat	6.0	2.0	-	5.0	8.0	-	Thranduil's Halls 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Mablung	METW	metw_mablung.jpg	Character	character	Dunadan	Hero	Uncommon	"Unique. +2 direct influence against the Men of Anfalas faction.  ""From such men the Lord Denethor chose his forayers, who crossed the Anduin secretly (how or where, they would not say) to harry the Orcs and other enemies that roamed between the Ephel Duath and the River.""-LotRIV  Home Site: Lond Galen "	-	-	Warrior Scout	1.0	0.0	-	1.0	6.0	-	Lond Galen 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Merry	METW	metw_merry.jpg	Character	character	Hobbit	Hero	Uncommon	"Unique. Unless he is one of the starting characters, he may only be brought into play at his home site. All of his corruption checks are modified by +2.  ""...suddenly the slow-kindled courage of his race awoke. ...she would not die alone, unaided.""-LotRVI  Home Site: Bag End "	1	-	Scout	4.0	1.0	-	1.0	9.0	-2.0	Bag End 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Nori	METW	metw_nori.jpg	Character	character	Longbeard Dwarf	Hero	Common	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""...and Nori, who shared the hobbit's views about regular meals, plenty and often.""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	2.0	0.0	-	4.0	7.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Oin	METW	metw_oin.jpg	Character	character	Longbeard Dwarf	Hero	Uncommon	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks.  ""Dwarves can make a fire anywhere out of almost anything, wind or no wind; but they could not do it that night, not even Oin and Gloin, who were specially good at it.""-Hob  Home Site: Blue Mountain Dwarf-hold "	1	-	Warrior Ranger	3.0	0.0	-	3.0	8.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
Ori	METW	metw_ori.jpg	Character	character	Longbeard Dwarf	Hero	Common	"Unique. +1 prowess against Orcs. -1 to all of his corruption checks. -1 to influence checks against factions.  ""...a grey hood, a brown hood, and a white hood were hanging on the pegs, and off they marched with their broad hands stuck in their gold and silver belts...""-Hob  Home Site: Blue Mountain Dwarf-hold "	-	-	Warrior	1.0	0.0	-	2.0	7.0	1.0	Blue Mountain Dwarf-hold 	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	0.0
