Name	Set	Imagefile	Primary	Secondary	Race	Alignment	Rarity	Text	MPs	Specific	Skill	Mind	Direct	General	Prowess	Body	Corruption	Home	Unique	RegionType/Path	SiteType	Playable	GoldRing	GreaterItem	MajorItem	MinorItem	Information	Palantiri	Scroll	Hoard	Gear	Haven	Stage	Strikes	erratum	ice_errata	dreamcard
Kori	MEDF	medf_kori.jpg	Character	Agent	Firebeard Dwarf	Hero	-	Unique. Firebeard. Grey Agent. +1 prowess against Orcs and Trolls. Agent only: May use Under-deeps movement. TAP: if at a company's new site to create an additional automatic-attack at the site this turn: Traps -- 2 strikes with 9 prowess. TAP: if at a company's new site to prevent that company from moving again this turn. Home Site: The Gem-deeps, The Wind-deeps	2	-	Warrior Ranger	5.0	0.0	-	4.0	8.0	-	The Gem-deeps, The Wind-deeps	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Lipor	MEDF	medf_lipor.jpg	Character	character	Longbeard Dwarf	Hero	-	Unique. Longbeard. +2 prowess against Orcs. May play Knowledge of the Enemy at any site if his company has faced an Orc attack that turn. Home Site: Iron Hill Dwarf-hold	2	-	Warrior Scout	5.0	0.0	-	6.0	8.0	-	Iron Hill Dwarf-hold	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Loni	MEDF	medf_loni.jpg	Character	character	Ironfist Dwarf	Hero	-	Unique. Ironfist. +1 prowess against Orcs. -1 to his influence attempts. TAP: bring one food item from your discard pile to your play deck and shuffle. Home Site: Iron Hill Dwarf-hold	-	-	Warrior	2.0	0.0	-	4.0	6.0	1.0	Iron Hill Dwarf-hold	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Mountaineer	MEDF	medf_mountaineer.jpg	Character	character	Dwarf	Hero	-	+1 prowess against Orcs. -1 to his influence attempts. Unless it contains a Dwarf-lord, the company may contain only one Mountaineer. TAP: at the end of the organization phase to allow his company to move in a mountain region and not stop at a site therein this turn. Home Site: any Dwarf-hold	-	-	Warrior Scout	2.0	0.0	-	2.0	7.0	1.0	any Dwarf-hold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nain, Son of Gror	MEDF	medf_nainsonofgror.jpg	Character	character	Longbeard Dwarf	Hero	-	Unique. Longbeard. +2 DI against Dwarves. +1 prowess against Dragons and Orcs. If he bears a treasure, he receives +1 to his prowess and body, and -2 DI. King under the Mountain may be played on him (as if on Dain II). TAP: bring one Songs of the Old from your discard pile to your play deck and shuffle. Home Site: any Dwarf-hold in Wilderland	2	-	Warrior Sage Diplomat	6.0	2.0	-	4.0	6.0	-	any Dwarf-hold in Wilderland	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Nali	MEDF	medf_nali.jpg	Character	character	Firebeard Dwarf	Hero	-	Unique. Firebeard. +1 prowess against Orcs. -1 to his CC. -3 to his influence attempts. Home Site: Iron Hill Dwarf-hold	1	-	Warrior	3.0	0.0	-	5.0	7.0	1.0	Iron Hill Dwarf-hold	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Narin	MEDF	medf_narin.jpg	Character	character	Ironfist Dwarf	Hero	-	Unique. Ironfist. +2 DI against Dwarves. +2 prowess against Orcs. +2 DI against the Ironfists faction. If Narin bears Dwarven Ring of Thelor's Tribe, he becomes a leader, gains the sage skill, and +1 to his CC. Home Site: Nurunkhizdin	2	-	Warrior Diplomat	7.0	2.0	-	5.0	8.0	-1.0	Nurunkhizdin	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Norin	MEDF	medf_norin.jpg	Character	character	Ironfist Dwarf	Hero	-	Unique. Ironfist. +2 prowess against Men, Orcs, and Trolls. Swordmaster may be played on Norin as if he were a sage, and also at any Ruins & Lairs [R] (as if Information were playable there). Home Site: Nurunkhizdin	1	-	Warrior Ranger	4.0	0.0	-	3.0	8.0	-	Nurunkhizdin	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Pathfinder	MEDF	medf_pathfinder.jpg	Character	character	Dwarf	Hero	-	+1 prowess against Orcs. -1 to his CC. -1 to his influence attempts. Unless it contains a Dwarf-lord, the company may contain only one Pathfinder. TAP: cancel a Drake, Orc, or Troll attack keyed to Wilderness [w] against his company. Home Site: any Dwarf-hold	1	-	Warrior Ranger	3.0	0.0	-	2.0	7.0	1.0	any Dwarf-hold	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tarin	MEDF	medf_tarin.jpg	Character	Agent	Firebeard Dwarf	Minion	-	Unique. Firebeard. Agent. +1 prowess against Elves. -1 to his CC. Agent only: TAP: force opponent to take an ore resource or item of his choice stored at (or placed with) Tarin's site back into his hand. Home Site: Bar-en-Ibun, Nurunkhizdin	1	-	Warrior Scout Sage	3.0	0.0	-	3.0	6.0	-	Bar-en-Ibun, Nurunkhizdin	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thorin	MEDF	medf_thorin2.jpg	Character	Avatar	Longbeard Dwarf-lord Lord	Dwarf-lord	-	Unique. Dwarf-lord only. Manifestation of Thorin II. Longbeard. Leader. +2 DI against Dwarves, +2 prowess against Orcs, Trolls, and Wolves. -3 MP if eliminated. If you are Thorin, values in brackets apply and your hoard items each give full MP. Thorin gives no MP. You may keep one more card than normal in hand if he controls King under the Mountain or you have Reconquest of Khazad-dum in play.  Home Site: Blue Mountain Dwarf-hold	3	Dwarf-lord	Warrior Scout Diplomat	9.0	34.0	18.0	6.0	8.0	-	Blue Mountain Dwarf-hold	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thorin III Stonehelm	MEDF	medf_thoriniiistonehelm.jpg	Character	character	Longbeard Dwarf	Hero	-	Unique. Longbeard. +2 DI against Dwarves. +1 prowess against Men, Orcs, and Wolves. If Dain II is eliminated, Thorin III Stonehelm is considered a Dwarf-lord for the purpose of interpreting resources; King under the Mountain may be played on him (as if on Dain II). TAP: take All the Bells Ringing from your discard pile to your hand. Home Site: any Dwarf-hold in Wilderland	2	-	Warrior Scout Ranger	7.0	2.0	-	4.0	9.0	-	any Dwarf-hold in Wilderland	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thrain	MEDF	medf_thrain2.jpg	Character	Avatar	Longbeard Dwarf-lord Lord	Dwarf-lord	-	Unique. Dwarf-lord only. Manifestation of Thrain II. Longbeard. Leader. +3 DI against Dwarves, +1 prowess against Dragons, Drakes, Orcs, and Trolls. -3 MP if eliminated. If you are Thrain, values in brackets apply and your treature items each give full MP; Thrain gives no MP. You may keep one more card than normal in your hand if he controls King under the Mountain or Lord of Dwarrowdelf.  Home Site: any Dwarf-hold	3	Dwarf-lord	Warrior Ranger Sage	10.0	36.0	18.0	7.0	8.0	-	any Dwarf-hold	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Thulin II	MEDF	medf_thulinii.jpg	Character	character	Ironfist Dwarf	Minion	-	Unique. Ironfist. +2 DI against Dwarves. +2 prowess against Dwarves. When in play as a hero character and not controlled by your avatar, make a roll during the untap phase; if the result is less than five, discard Thulin II (one item may be transferred to a character in his company).  Home Site: Mines of Angurath	2	-	Warrior Ranger Sage	6.0	2.0	-	5.0	8.0	-	Mines of Angurath	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Tupor	MEDF	medf_tupor.jpg	Character	character	Firebeard Dwarf	Hero	-	Unique. Firebeard. +1 DI against Dwarves. +1 prowess against Orcs and Wolves. He is considered a sage for the purpose of riddling attempts. You may take any resource played to modify a riddling roll in Tupor's company to your hand instead of discarding it from play; it may not be used for the same riddling roll. Home Site: Barak-shathur	2	-	Warrior Diplomat	6.0	2.0	-	5.0	8.0	-	Barak-shathur	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
All This Dwarvish Racket	MEDF	medf_allthisdwarvishracket.jpg	Hazard	Permanent-event	-	Neutral	-	Each moving company with a Dwarf majority has its hazard limit increased by half the number of Dwarves in the company (round down). Additionally, if Doors of Night, Eyes of the Shadow, or Growing Shadow is in play, the hazard player draws an additional card for each Dwarf with a mind of three or less in a moving company during the hazard phase. Cannot be duplicated. Discard when any play deck is exhausted. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Arda Angered	MEDF	medf_ardaangered.jpg	Hazard	Long-event	-	Neutral	-	The number of strikes and prowess of each Pukel-creature, Rock Fall, and Lava Flow attack are increased by one (by two if Doors of Night is in play). Cannot be duplicated. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Bolg, Son of Azog	MEDF	medf_bolgsonofazog.jpg	Hazard	Creature	Orc	Neutral	-	Unique. Orc. Manifestation of Bolg. One strike. May be played keyed to Gundabad and Dragon-gap; and at sites in these regions and The Under-leas. Against a company that has faced a Wolf attack this turn, may also be played keyed to Anduin Vales, Angmar, Forovirkain, Grey Mountain Narrows, Grey Mountains, Misty Mountains - Northern Spur, Northern Rhovanion; or at sites in these regions. One strike of Bolg, Son of Azog must always be assigned to the highest mind Dwarf in the company.	2	-	-	-	-	-	13.0	8.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Call of the Deeps	MEDF	medf_callofthedeeps.jpg	Hazard	Short-event	-	Neutral	-	Playable on a company containing a greater or treasure item and a Dwarf majority, moving to a non-Dwarf-hold, non-Under-deeps site. Opponent must replace the company's new site with a site from his location deck that is an Under-deeps site or surface site. The company must be able to legally move to this site (from their site of origin). If no such site is available, discard this card; otherwise, place it in opponent's MP.	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Crossing the Border	MEDF	medf_crossingtheborder.jpg	Hazard	Short-event	-	Neutral	-	Playable on a company that is not moving. An attack is created against the company, which is a duplicate of one automatic-attack (without modifications) of a site in the same or adjacent region as the company's site, or of an adjacent Under-deeps site (attacker's choice; not a non-combat attack). If not in play, reveal the site from either location deck to establish the attack; this must be a version which target company is allowed to use. Cannot be revealed as an on-guard card. Cannot be duplicated in a movement/hazard phase.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Dawn Comes Early	MEDF	medf_dawncomesearly.jpg	Hazard	Short-event	Environment	Neutral	-	Environment. Playable on a Troll at or moving to a non-Under-deeps, non-Darkhaven site if Doors of Night is not in play. The Troll makes a body check, modified by +1 for each Gates of Morning, Sun, or The Sun Shone Fiercely in play, and by -1 if he is wounded, a surface site, or is an Olog-hai or Half-troll. Failing this check wounds the Troll, or eliminates him if he was already wounded (treat a discard result as failing).	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Dwarven Warparty	MEDF	medf_dwarvenwarparty.jpg	Hazard	Creature	Dwarf Dwarves	Neutral	-	Dwarves. Three stirkes. Detainment against hero companies. May be played keyed to any Dwarf-hold or ancient Dwarf-ruin; and also to the regions containing such a site and to High Pass. If Hunting Orcs or The Watchful Peace is in play, may also be played at any Under-deeps site. If The Dark Days is in play, the attack becomes normal against hero companies that do not contain a Dwarf or Wizard.	3	-	-	-	-	-	11.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Eagles Ahunt	MEDF	medf_eaglesahunt.jpg	Hazard	Long-event	Animals Eagles	Neutral	-	Unique. +2 prowess against Dragons. Each overt company moving in Anduin Vales, Misty Mountains, High Pass, and/or Redhorn Gate faces an attack (considered a hazard creature attack): Animals (Eagles) Flying -- 4 strikes at 11/6 (attacker chooses defending characters). If Gates of Morning or The Watchful Peace is in play, this attack also affects Dunland, Enedwaith, Gap of Isen, Grey Mountain Narrows, and Wold & Foothills. Unless this attack is defeated, characters in the company cannot use cards that require the scout or ranger skill this turn; ongoing effects of such cards are cancelled.	3	-	Flying	-	-	-	11.0	6.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.0	0.0	-	1.0
Expert Treasure-hunter	MEDF	medf_experttreasurehunter.jpg	Hazard	Creature	Hobbit	Neutral	-	Hobbit. One strike. +3 prowess against Dragons. Attacker chooses defending character; all strikes are assigned to the same character. May only be played against minion and overt companies, following a non-detainment Dwarf attack or at a site where a hero company with a Dwarf majority is present. Make a roll for a successful strike instead of a body check (character is not harmed): discard an item in the company with a random number closest to the result (defender's choice if tied).	2	-	-	-	-	-	12.0	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Fear of Kin	MEDF	medf_fearofkin.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a Dwarven Ring, treasure, or greater item borne by a Dwarf-lord. The item gives 2 fewer corruption points (to a minimum of 1) and cannot be transferred during the organization phase. Opponent receives 3 SP. At the end of the organization phase, if opponent's total SP is greater than the Dwarf-lord's mind, the highest mind Dwarf in the company (not the Dwarf-lord) and his followers split from the company; either company must move to another site this turn. If there are no non-follower Dwarves in the company, the company must move. Cannot be duplicated on an item. Discard if the item is stored.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	0.0	-	1.0
Flooded to the Surface	MEDF	medf_floodedtothesurface.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on an Under-deeps surface site. The hazard player may replace one of the site's automatic-attacks with an automatic-attack of an adjacent Under-deeps site. Additionally, if The Reach of Ulmo is in play, any Animal or Drake creature keyable to Coastal Seas [c] may be played at the site. Discard if such an (automatic-)attack is defeated. Cannot be duplicated on a site.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Gollum's Cave	MEDF	medf_gollumscave.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a (grey) agent at an Under-deeps surface site. The agent may use Under-deeps movement (as an agent action; no movement roll is required). If the agent is My Precious and is at an Under-deeps site, he receives +2 prowess. If this card is in your discard pile, you may play it as if it were in your hand.	-	-	-	-	-	-	-2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hard to Tame	MEDF	medf_hardtotame.jpg	Hazard	Permanent-event	Corruption	Neutral	-	Corruption. Playable on a ring special item or treasure borne by a Dwarf. The item gives two fewer corruption points (to a minimum of one). Covetous Thoughts may be played on/affects hero Dwarves in the company (except the bearer of target item). Discard if there are no Dwarves in the company. Cannot be duplicated on an item. TAP: take Covetous Thoughts, Greed, or Grasping and Ungracious from your discard pile to your hand.          	-	-	-	-	-	-	-	-	-	place tap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Hermit Troll	MEDF	medf_hermittroll.jpg	Hazard	Creature	Troll	Neutral	-	Troll. One strike. If revealed as an on-guard  creature, attacker chooses defending characters. May also be played at a Ruins & Lairs [R] that has at least two Wildernesses [w] or one Desert [DE] in its site path, or that is in a mountain region.	1	-	-	-	-	-	12.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Hurling Rocks	MEDF	medf_hurlingrocks.jpg	Hazard	Long-event	-	Neutral	-	Any company moving in a mountain region or in High Pass, Redhorn Gate, Bosiri, Clyan, Dragon Gap, or Narthalf faces an attack: Rock Fall -- 2 strikes with 9 prowess. Additionally, non-unique Giant hazard creatures may be played keyed to these regions, and to their adjacent regions if Arda Angered or Doors of Night is in play.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ibun	MEDF	medf_ibun.jpg	Hazard	Creature	Undead Dwarf Dwarves	Neutral	-	Unique. Undead. Dwarf. One strike. May also be played at Bar-en-Ibun, Cameth Brin, and The Worthy Hills. Against a company with a treasure item, may also be played keyed to a Shadow-land [s] or ancient Dwarf-ruin.	2	-	-	-	-	-	12.0	7.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
King-spider	MEDF	medf_kingspider.jpg	Hazard	Creature	Spider Trap	Neutral	-	"Spider. Trap. Before assigning strikes, opponent must call ""odds"" or ""even"". To assign strikes, each character in the company makes a roll: if the result corresponds with opponent's choice, the character must face a strike (resolve strike immediately). Attack and strikes of King Spider cannot be cancelled by general card effects (e.g. Ruse), but a scout may tap to cancel a strike he is facing. "	1	-	-	-	-	-	8.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	0.0	-	1.0
Lord of the Eagles	MEDF	medf_lordoftheeagles.jpg	Hazard	Creature/Short-event	Animal Eagle	Neutral	-	Unique. Animal. Eagle. Manifestation of Gwaihir. Flying. Three strikes. Attacker chooses defending characters. As a creature, may be played keyed to High Pass, Anduin Vales, Misty Mountains, Wold & Foothills; and at sites in these regions. If The Watchful Peace is in play, may also be played keyed to non-Dark-domain regions adjacent to these. May only be played against overt companies. As a short-event, bring Eagles Ahunt or a hazard creature with an asterisk [*] from your discard pile to your hand.	3	-	Flying	-	-	-	11.0	6.0	-	-	unique	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Naugol	MEDF	medf_naugol.jpg	Hazard	Creature/Long-event	Dwarf Dwarves	Neutral	-	Dwarves. Three strikes. +2 prowess against Orcs. Detainment against hero companies. As a creature, may be played at any Dwarf-hold or site where a Dwarf-lord is present; and also keyed to the region containing such a site. As a long-event, Naugol gives +1 to prowess and strikes of any Dwarf attack created by Old Enemies, and causes Ride Against the Enemy to give +1 to prowess and strikes of any Dwarf attack created by it. Cannot be duplicated.	2	-	-	-	-	-	9.0	6.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3.0	0.0	-	1.0
Naugrim	MEDF	medf_naugrim.jpg	Hazard	Permanent-event	-	Neutral	-	All Dwarf attacks receive +1 prowess and +1 body; all Dwarf attacks with no body have 5 body. Discard when a Dwarf attack is defeated. Cannot be duplicated.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
Ninevet	MEDF	medf_ninevet.jpg	Hazard	Creature	Animal	Neutral	-	Animal. One strike. Attacker chooses defending characters. May also be played at any swamp or site in a Coastal Sea [c] region. If The Reach of Ulmo or Terror from the Deeps is in play, may also be played at any Under-deeps site.	2	-	-	-	-	-	13.0	5.0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.0	0.0	-	1.0
Old Enemies	MEDF	medf_oldenemies.jpg	Hazard	Permanent-event	-	Neutral	-	Playable on a unique hero faction in play. Each overt company moving in a region containing the faction's site (or region adjacent) faces an attack: same type as the faction, with a number of strikes equal to the faction's MP. Each strike has a prowess of 10, and a body of 9 minus the number of strikes assigned. If the attack is defeated, the faction is eliminated (it may be taken as a trophy). Cannot be duplicated on a faction.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	-	1.0
